title,authors,keywords,abstract,date,cite_num,doi
Deep Learning Automatic Fetal Structures Segmentation in MRI Scans with Few Annotated Datasets.,"[{'@pid': '275/6983', 'text': 'Gal Dudovitch'}, {'@pid': '275/6772', 'text': 'Daphna Link-Sourani'}, {'@pid': '92/8525', 'text': 'Liat Ben-Sira'}, {'@pid': '275/7011', 'text': 'Elka Miller'}, {'@pid': '62/8525', 'text': 'Dafna Ben-Bashat'}, {'@pid': '66/2699', 'text': 'Leo Joskowicz'}]","['Deeplearning', 'FetalMRI', 'Segmentation', 'Uncertaintyestimation']","We present a new method for end-to-end automatic volumetric segmentation of fetal structures in MRI scans with deep learning networks trained with very few annotated scans. It consists of three main stages: 1) two-step automatic structure segmentation with custom 3D U-Nets; 2) segmentation error estimation, and; 3) segmentation error correction. The automatic structure segmentation stage first computes a region of interest (ROI) on a downscaled scan and then computes a final segmentation on the cropped ROI. The segmentation error estimation stage uses prediction-time augmentations of the input scan to compute multiple segmentations and estimate the segmentation uncertainty for individual slices and for the entire scan. The segmentation error correction stage then uses these estimations to locate the most error-prone slices and to correct the segmentations in those slices based on validated adjacent slices. Experimental results of our methods on fetal body (63 cases, 9 for training, 55 for testing) and fetal brain MRI scans (35 cases, 6 for training, 29 for testing) yield a mean Dice coefficient of 0.96 for both, and a mean Average Symmetric Surface Distance of 0.74?mm and 0.19?mm, respectively, below the observer delineation variability.",2020/9/29,None,10.1007/978-3-030-59725-2_35
Microtubule Tracking in Electron Microscopy Volumes.,"[{'@pid': '222/2939', 'text': 'Nils Eckstein'}, {'@pid': '181/6901', 'text': 'Julia M. Buhmann'}, {'@pid': '28/4203-1', 'text': 'Matthew Cook 0001'}, {'@pid': '60/9514', 'text': 'Jan Funke'}]",[],"We present a method for microtubule tracking in electron microscopy volumes. Our method first identifies a sparse set of voxels that likely belong to microtubules. Similar to prior work, we then enumerate potential edges between these voxels, which we represent in a candidate graph. Tracks of microtubules are found by selecting nodes and edges in the candidate graph by solving a constrained optimization problem incorporating biological priors on microtubule structure. For this, we present a novel integer linear programming formulation, which results in speed-ups of three orders of magnitude and an increase of 53% in accuracy compared to prior art (evaluated on three \(1.2\times 4\times 4\,\upmu \)m volumes of Drosophila neural tissue). We also propose a scheme to solve the optimization problem in a block-wise fashion, which allows distributed tracking and is necessary to process very large electron microscopy volumes. Finally, we release a benchmark dataset for microtubule tracking, here used for training, testing and validation, consisting of eight \(30 \times 1000 \times 1000\) voxel blocks (\(1.2\times 4\times 4\,\upmu \)m) of densely annotated microtubules in the CREMI data set (https://github.com/nilsec/micron).",2020/9/29,None,10.1007/978-3-030-59722-1_10
Fisher-Rao Regularized Transport Analysis of the Glymphatic System and Waste Drainage.,"[{'@pid': '211/2221', 'text': 'Rena Elkin'}, {'@pid': '182/1587', 'text': 'Saad Nadeem'}, {'@pid': '68/8527', 'text': 'Hedok Lee'}, {'@pid': '116/1975', 'text': 'Helene Benveniste'}, {'@pid': 't/AllenTannenbaum', 'text': 'Allen R. Tannenbaum'}]","['Optimalmasstransport', 'Glymphaticsystem', 'Fisher-Raoregularization']","In this work, a unified representation of all the time-varying dynamics is accomplished with a Lagrangian framework for analyzing Fisher-Rao regularized dynamical optimal mass transport (OMT) derived flows. While formally equivalent to the Eulerian based Schr?dinger bridge OMT regularization scheme, the Fisher-Rao approach allows a simple and interpretable methodology for studying the flows of interest in the present work. The advantage of the proposed Lagrangian technique is that the time-varying particle trajectories and attributes are displayed in a single visualization. This provides a natural capability to identify and distinguish flows under different conditions. The Lagrangian analysis applied to the glymphatic system (brain waste removal pathway associated with Alzheimer¡¯s Disease) successfully captures known flows and distinguishes between flow patterns under two different anesthetics, providing deeper insights into altered states of waste drainage.",2020/9/29,None,10.1007/978-3-030-59728-3_56
AGAN - An Anatomy Corrector Conditional Generative Adversarial Network.,"[{'@pid': '00/7654', 'text': 'Melih Engin'}, {'@pid': '275/6779', 'text': 'Robin Lange'}, {'@pid': '275/6882', 'text': 'Andras Nemes'}, {'@pid': '144/1030', 'text': 'Sadaf Monajemi'}, {'@pid': '275/6940', 'text': 'Milad Mohammadzadeh'}, {'@pid': '275/6872', 'text': 'Chin Kong Goh'}, {'@pid': '275/6911', 'text': 'Tian Ming Tu'}, {'@pid': '275/6914', 'text': 'Benjamin Y. Q. Tan'}, {'@pid': '275/6968', 'text': 'Prakash Paliwal'}, {'@pid': '275/6745', 'text': 'Leonard L. L. Yeo'}, {'@pid': '153/4203', 'text': 'Vijay K. Sharma'}]","['Deeplearning', 'Convolutionalneuralnetworks', 'Generativeadversarialnetworks', 'Segmentation', 'Shapepriors', 'Ultrasound']","The accurate segmentation of medical images has important consequences in clinical applications. Noisy and artefact-heavy images can result in erroneous image segmentation and often require expert understanding of the target anatomy by clinicians to interpret and compensate for missing and obfuscated data. This is especially true in ultrasound imaging where shadowing and speckle artefacts are common. We propose a novel approach to handle such artefacts using a conditional Generative Adversarial Network called Anatomical GAN (AGAN) that can correct anatomically-invalid pixel-wise segmentation and impose shape priors in carotid artery ultrasound images by learning the underlying structure of the arteries. These anatomically accurate outputs can then be used in the clinical work flow by clinicians or be further processed by other automated methods for assistance in clinical decision making. AGAN can be chained with any pixel-wise segmentation method and is generalisable for both anatomy and artefacts. Experimental results on a longitudinal ultrasound carotid artery dataset show that AGAN can correct anatomically-invalid segmentation masks obtained with different pixel-wise segmentation methods when other state-of-the-art methods fail.
",2020/9/29,None,10.1007/978-3-030-59713-9_68
A Deep Bayesian Video Analysis Framework - Towards a More Robust Estimation of Ejection Fraction.,"[{'@pid': '236/3815', 'text': 'Mohammad Mahdi Kazemi Esfeh'}, {'@pid': '200/9452', 'text': 'Christina Luong'}, {'@pid': '182/3954', 'text': 'Delaram Behnami'}, {'@pid': '192/9084', 'text': 'Teresa Tsang'}, {'@pid': '30/909', 'text': 'Purang Abolmaesumi'}]","['Bayesiandeeplearning', 'Ejectionfraction', 'Uncertainty', 'Echocardiography', 'Ultrasoundimaging']","Ejection Fraction (EF) is a widely-used and critical index of cardiac health. EF measures the efficacy of the cyclic contraction of the ventricles and the outward pumpage of blood through the arteries. Timely and robust evaluation of EF is essential, as reduced EF indicates dysfunction in blood delivery during the ventricular systole, and is associated with a number of cardiac and non-cardiac risk factors and mortality-related outcomes. Automated reliable EF estimation in echocardiography (echo) has proven challenging due to low and variable image quality, and limited amounts of data for training data-driven algorithms which delays the integration of the technologies in the clinical workflow. In this paper, we introduce a Bayesian learning framework for automated EF assessment in echo videos. Our key contribution is to automatically estimate the epistemic uncertainty, i.e.?the model uncertainty, in EF estimation. We anticipate that such information about uncertainty can be incorporated in clinical decision making. We use a ResNet18-based (2?+?1)D as the baseline architecture for video analysis and provide its side-by-side comparison of our probabilistic approach using public data from 10,031 echo exams. Our results clearly indicate the superior performance of the Bayesian model in the clinically critical lower EF population.",2020/9/29,None,10.1007/978-3-030-59713-9_56
Microscopic Fine-Grained Instance Classification Through Deep Attention.,"[{'@pid': '173/0240', 'text': 'Mengran Fan'}, {'@pid': '147/9917', 'text': 'Tapabrata Chakraborti'}, {'@pid': '117/6621', 'text': 'Eric I-Chao Chang'}, {'@pid': '03/4702-1', 'text': 'Yan Xu 0001'}, {'@pid': '11/377', 'text': 'Jens Rittscher'}]","['Medicalimageclassification', 'Deepattentionmechanism']","Fine-grained classification of microscopic image data with limited samples is an open problem in computer vision and biomedical imaging. Deep learning based vision systems mostly deal with high number of low-resolution images, whereas subtle details in biomedical images require higher resolution. To bridge this gap, we propose a simple yet effective deep network that performs two tasks simultaneously in an end-to-end manner. First, it utilises a gated attention module that can focus on multiple key instances at high resolution without extra annotations or region proposals. Second, the global structural features and local instance features are fused for final image level classification. The result is a robust but lightweight end-to-end trainable deep network that yields state-of-the-art results in two separate fine-grained multi-instance biomedical image classification tasks: a benchmark breast cancer histology dataset and our new fungi species mycology dataset. In addition, we demonstrate the interpretability of the proposed model by visualising the concordance of the learned features with clinically relevant features.",2020/9/29,None,10.1007/978-3-030-59722-1_47
Convolutional Bayesian Models for Anatomical Landmarking on Multi-dimensional Shapes.,"[{'@pid': '75/1950', 'text': 'Yonghui Fan'}, {'@pid': '88/128-1', 'text': 'Yalin Wang 0001'}]","['Anatomicallandmarking', 'Gaussianprocesskernels']","The anatomical landmarking on statistical shape models is widely used in structural and morphometric analyses. The current study focuses on leveraging geometric features to realize an automatic and reliable landmarking. The existing implementations usually rely on classical geometric features and data-driven learning methods. However, such designs often have limitations to specific shape types. Additionally, calculating the features as a standalone step increases the computational cost. In this paper, we propose a convolutional Bayesian model for anatomical landmarking on multi-dimensional shapes. The main idea is to embed the convolutional filtering in a stationary kernel so that the geometric features are efficiently captured and implicitly encoded into the prior knowledge of a Gaussian process. In this way, the posterior inference is geometrically meaningful without entangling with extra features. By using a Gaussian process regression framework and the active learning strategy, our method is flexible and efficient in extracting arbitrary numbers of landmarks. We demonstrate extensive applications on various publicly available datasets, including one brain imaging cohort and three skeletal anatomy datasets. Both the visual and numerical evaluations verify the effectiveness of our method in extracting significant landmarks.",2020/9/29,None,10.1007/978-3-030-59719-1_76
Positive-Aware Lesion Detection Network with Cross-scale Feature Pyramid for OCT Images.,"[{'@pid': '266/7101', 'text': 'Dongyi Fan'}, {'@pid': '223/0849', 'text': 'Chengfen Zhang'}, {'@pid': '98/6982', 'text': 'Bin Lv'}, {'@pid': '266/7103', 'text': 'Lilong Wang'}, {'@pid': '237/6058', 'text': 'Guanzheng Wang'}, {'@pid': '181/2695', 'text': 'Min Wang'}, {'@pid': '08/4873', 'text': 'Chuanfeng Lv'}, {'@pid': '73/5346', 'text': 'Guotong Xie'}]","['OpticalCoherenceTomography', 'Lesiondetection', 'Cross-scalefeaturepyramid', 'Positive-aware']","Optical coherence tomography (OCT) is an important imaging technique in ophthalmology, and accurate detection of retinal lesions plays an important role in computer-aided diagnosis. However, the particularities of retinal lesions, such as their complex appearance and large variation of scale, limit the successful application of conventional deep learning-based object detection networks for OCT lesion detection. In this study, we propose a positive-aware lesion detection network with cross-scale feature pyramid for OCT images. A cross-scale boost module with non-local network is firstly applied to enhance the ability of feature representation for OCT lesions with varying scales. To avoid lesion omission and misdetection, some positive-aware network designs are then added into a two-stage detection network, including global level positive estimation and local level positive mining. Finally, we establish a large OCT dataset with multiple retinal lesions, and perform sufficient comparative experiments on it. The results demonstrate that our proposed network achieves 92.36 mean average precision (mAP) for OCT lesion detection, which is superior to other existing detection approaches. ",2020/9/29,None,10.1007/978-3-030-59722-1_66
"Rethinking PET Image Reconstruction - Ultra-Low-Dose, Sinogram and Deep Learning.","[{'@pid': '275/7831', 'text': 'Qiupeng Feng'}, {'@pid': '48/4950', 'text': 'Huafeng Liu'}]","['Positronemissiontomography', 'Ultra-low-dose', 'Reconstruction', 'Deeplearning']","Although Positron emission tomography (PET) has a wide range of clinical applications, radiation exposure to patients in PET continues to draw concerns. To reduce the radiation risk, efforts have been made to obtain high resolution images from low-resolution images. However, previous studies mainly focused on denoising PET images in image space, which ignored the influence of sinogram quality and constraints in reconstruction process. This paper proposed a directly reconstruction framework from ultra-low-dose sinogram based on deep learning. Two coupled networks are introduced to sequentially denoise low-dose sinogram and reconstruct the activity map. Evaluation on in vivo PET dataset indicates that the proposed method can achieve better performance than other state-of-the-art methods and reconstruct satisfactory PET images with only 0.2% dose of standard one.",2020/9/29,None,10.1007/978-3-030-59728-3_76
Dynamic Multi-object Gaussian Process Models.,"[{'@pid': '208/3766', 'text': 'Jean-Rassaire Fouefack'}, {'@pid': '208/3849', 'text': 'Bhushan Borotikar'}, {'@pid': '29/2722', 'text': 'Tania S. Douglas'}, {'@pid': '14/175', 'text': 'Val¨¦rie Burdin'}, {'@pid': '93/8374', 'text': 'Tinashe E. M. Mutsvangwa'}]","['Combined3Dshapeandposeanalysis', 'Generativemodels', 'StatisticalEuclideanmotionrepresentation', 'Gaussianprocess']","Statistical shape models (SSMs) are state-of-the-art medical image analysis tools for extracting and explaining shape across a set of biological structures. A combined analysis of shape and pose variation would provide additional utility in medical image analysis tasks such as automated multi-organ segmentation and completion of partial data. However, a principled and robust way to combine shape and pose features has been illusive due to three main issues: 1) non-homogeneity of the data (data with linear and non-linear natural variation across features), 2) non-optimal representation of the 3D Euclidean motion (rigid transformation representations that are not proportional to the kinetic energy that moves an object from one position to the other), and 3) artificial discretization of the models. Here, we propose a new dynamic multi-object statistical modelling framework for the analysis of human joints in a continuous domain. Specifically, we propose to normalise shape and dynamic spatial features in the same linearized statistical space, permitting the use of linear statistics; and we adopt an optimal 3D Euclidean motion representation for more accurate rigid transformation comparisons. The method affords an efficient generative dynamic multi-object modelling platform for biological joints. We validate the method using controlled synthetic data. The shape-pose prediction results suggest that the novel concept may have utility for a range of medical image analysis applications including management of human joint disorders.",2020/9/29,None,10.1007/978-3-030-59719-1_73
Using Elastix to Register Inhale/Exhale Intrasubject Thorax CT - A Unsupervised Baseline to the Task 2 of the Learn2Reg Challenge.,"[{'@pid': '274/3628', 'text': 'Constance Fourcade'}, {'@pid': '182/1577', 'text': 'Mathieu Rubeaux'}, {'@pid': '55/6754', 'text': 'Diana Mateus'}]","['Registration', 'Inhale/exhalelungCT']","As part of MICCAI 2020, the Learn2Reg registration challenge was proposed as a benchmark to allow registration algorithms comparison. The task 2 of this challenge consists in intrasubject 3D HRCT inhale/exhale thorax images registration. In this context, we propose a classical iterative-based registration approach based on Elastix toolbox, optimizing normalized cross-correlation metric regularized by a bending energy penalty term. This conventional registration approach, as opposed to novel deep learning techniques, reached visually interesting results, with a target registration error of 6.55 ¡À 2.69?mm and a Log-Jacobian standard deviation of 0.07 ¡À 0.03. The code is publicly available at: https://github.com/fconstance/Learn2Reg_Task2_SimpleElastix.",2021/3/13,None,10.1007/978-3-030-71827-5_13
Domain Adaptive Relational Reasoning for 3D Multi-organ Segmentation.,"[{'@pid': '255/5996', 'text': 'Shuhao Fu'}, {'@pid': '121/5575', 'text': 'Yongyi Lu'}, {'@pid': '59/2227-33', 'text': 'Yan Wang 0033'}, {'@pid': '192/1413', 'text': 'Yuyin Zhou'}, {'@pid': '71/3692-2', 'text': 'Wei Shen 0002'}, {'@pid': '07/689', 'text': 'Elliot K. Fishman'}, {'@pid': 'y/AlanLYuille', 'text': 'Alan L. Yuille'}]","['Unsuperviseddomainadaptation', 'Relationalreasoning', 'Multi-organsegmentation']","In this paper, we present a novel unsupervised domain adaptation (UDA) method, named Domain Adaptive Relational Reasoning (DARR), to generalize 3D multi-organ segmentation models to medical data collected from different scanners and/or protocols (domains). Our method is inspired by the fact that the spatial relationship between internal structures in medical images is relatively fixed, e.g., a spleen is always located at the tail of a pancreas, which serves as a latent variable to transfer the knowledge shared across multiple domains. We formulate the spatial relationship by solving a jigsaw puzzle task, i.e., recovering a CT scan from its shuffled patches, and jointly train it with the organ segmentation task. To guarantee the transferability of the learned spatial relationship to multiple domains, we additionally introduce two schemes: 1) Employing a super-resolution network also jointly trained with the segmentation model to standardize medical images from different domain to a certain spatial resolution; 2) Adapting the spatial relationship for a test image by test-time jigsaw puzzle training. Experimental results show that our method improves the performance by \(29.60\%\) DSC on target datasets on average without using any data from the target domain during training.
",2020/9/29,None,10.1007/978-3-030-59710-8_64
Cost-Sensitive Regularization for Diabetic Retinopathy Grading from Eye Fundus Images.,"[{'@pid': '160/2676', 'text': 'Adrian Galdran'}, {'@pid': '165/8035', 'text': 'Jose Dolz'}, {'@pid': '274/2720', 'text': 'Hadi Chakor'}, {'@pid': '92/1233', 'text': 'Herv¨¦ Lombaert'}, {'@pid': '68/4478', 'text': 'Ismail Ben Ayed'}]","['Diabeticretinopathygrading', 'Cost-sensitiveclassifiers']","Assessing the degree of disease severity in biomedical images is a task similar to standard classification but constrained by an underlying structure in the label space. Such a structure reflects the monotonic relationship between different disease grades. In this paper, we propose a straightforward approach to enforce this constraint for the task of predicting Diabetic Retinopathy (DR) severity from eye fundus images based on the well-known notion of Cost-Sensitive classification. We expand standard classification losses with an extra term that acts as a regularizer, imposing greater penalties on predicted grades when they are farther away from the true grade associated to a particular image. Furthermore, we show how to adapt our method to the modelling of label noise in each of the sub-problems associated to DR grading, an approach we refer to as Atomic Sub-Task modeling. This yields models that can implicitly take into account the inherent noise present in DR grade annotations. Our experimental analysis on several public datasets reveals that, when a standard Convolutional Neural Network is trained using this simple strategy, improvements of 3¨C5% of quadratic-weighted kappa scores can be achieved at a negligible computational cost. Code to reproduce our results is released at github.com/agaldran/cost_sensitive_loss_classification.",2020/9/29,None,10.1007/978-3-030-59722-1_64
Two-Stream Deep Feature Modelling for Automated Video Endoscopy Data Analysis.,"[{'@pid': '199/2226', 'text': 'Harshala Gammulle'}, {'@pid': '66/2758', 'text': 'Simon Denman'}, {'@pid': '80/166', 'text': 'Sridha Sridharan'}, {'@pid': '03/5529', 'text': 'Clinton Fookes'}]","['Endoscopyimageanalysis', 'Deepnetworks', 'Relationalnetworks.']","Automating the analysis of imagery of the Gastrointestinal (GI) tract captured during endoscopy procedures has substantial potential benefits for patients, as it can provide diagnostic support to medical practitioners and reduce mistakes via human error. To further the development of such methods, we propose a two-stream model for endoscopic image analysis. Our model fuses two streams of deep feature inputs by mapping their inherent relations through a novel relational network model, to better model symptoms and classify the image. In contrast to handcrafted feature-based models, our proposed network is able to learn features automatically and outperforms existing state-of-the-art methods on two public datasets: KVASIR and Nerthus. Our extensive evaluations illustrate the importance of having two streams of inputs instead of a single stream and also demonstrates the merits of the proposed relational network architecture to combine those streams.",2020/9/29,None,10.1007/978-3-030-59716-0_71
Predicting Potential Propensity of Adolescents to Drugs via New Semi-supervised Deep Ordinal Regression Model.,"[{'@pid': '275/6936', 'text': 'Alireza Ganjdanesh'}, {'@pid': '50/10883', 'text': 'Kamran Ghasedi'}, {'@pid': '33/7424', 'text': 'Liang Zhan'}, {'@pid': 'c/WeidongCai', 'text': 'Weidong Cai 0001'}, {'@pid': '03/281', 'text': 'Heng Huang'}]","['Adolescent', 'Marijuana', 'Deeplearning', 'Ordinalregression', 'Semi-supervisedlearning', 'DiffusionMRI', 'Meandiffusivity']","Addiction to drugs between young people is one of the most severe problems in the real world, and it imposes a huge financial and emotional burden on their families and societies. Therefore, predicting potential inclination to drugs at earlier ages can prevent lots of detriments. In this paper, we propose a new semi-supervised deep ordinal regression model to predict the possible propensity of adolescents to marijuana using the diffusion MRI-derived mean diffusivity (MD) from 148 Regions of Interest (ROIs). The traditional deep ordinal regression models cannot be directly applied to our biomedical problem which only has a small number of labeled data, not enough to train the deep learning models. Thus, we design a semi-supervised learning mechanism for deep ordinal regression, such that both labeled and unlabeled data can be used to enhance the model training. In our experiments, we use the ABCD dataset, which contains MRI images of the adolescents under study and their answers in the Likert scale to a questionnaire containing questions about Marijuana. Experimental results on the ABCD dataset validate the superior performance of our new method. Our study provides an inexpensive way to predict the drug tendency using brain MRI data.",2020/9/29,None,10.1007/978-3-030-59710-8_62
Poincar¨¦ Embedding Reveals Edge-Based Functional Networks of the Brain.,"[{'@pid': '196/0809', 'text': 'Siyuan Gao'}, {'@pid': '125/3214', 'text': 'Gal Mishne'}, {'@pid': '69/3436', 'text': 'Dustin Scheinost'}]","['Brainnetworks', 'Poincar¨¦embedding', 'Clustering']","Many approaches have been applied to fMRI data in order to understand the network organization of the brain. While the majority of these works defines networks as a collection of regions (i.e., nodes), there is ample evidence that defining networks as a collection of connections between regions (i.e., edges) offers numerous advantages, including a natural way of grouping regions into multiple networks. Here, we proposed a framework for creating edge-based networks from resting-state functional connectivity data. This framework relies on a novel embedding approach¡ªbased on the Poincar¨¦ embedding¡ªto handle the large number of edges found in fMRI data (e.g., \(O(N^2)\)). We applied this framework to resting-state fMRI data from the Human Connectome Project and compared the resultant networks to networks derived from clustering nodes and from previously proposed methods for clustering edges. While previous methods for clustering edges failed to discover a valuable network representation of the human brain, the edge-based networks derived from clustering the Poincar¨¦ embedding showed clear and interpretable functional networks. Overall, our framework provides a novel tool for characterizing the functional network organization of the brain.
",2020/9/29,None,10.1007/978-3-030-59728-3_44
Spatial Semantic-Preserving Latent Space Learning for Accelerated DWI Diagnostic Report Generation.,"[{'@pid': '250/2462', 'text': 'Aydan Gasimova'}, {'@pid': '236/5740', 'text': 'Gavin Seegoolam'}, {'@pid': '01/5394-18', 'text': 'Liang Chen 0018'}, {'@pid': '129/4749', 'text': 'Paul Bentley'}, {'@pid': '69/2478', 'text': 'Daniel Rueckert'}]",[],"In light of recent works exploring automated pathological diagnosis, studies have also shown that medical text reports can be generated with varying levels of efficacy. Brain diffusion-weighted MRI (DWI) has been used for the diagnosis of ischaemia in which brain death can follow in immediate hours. It is therefore of the utmost importance to obtain ischaemic brain diagnosis as soon as possible in a clinical setting. Previous studies have shown that MRI acquisition can be accelerated using variable-density Cartesian undersampling methods. In this study, we propose an accelerated DWI acquisition pipeline for the purpose of generating text reports containing diagnostic information. We demonstrate that we can learn a semantic-preserving latent space for minor as well as extremely undersampled MR images capable of achieving promising results on a diagnostic report generation task.",2020/9/29,None,10.1007/978-3-030-59728-3_33
"A Bi-directional, Multi-modality Framework for Segmentation of Brain Structures.","[{'@pid': '294/9098', 'text': 'Skylar S. Gay'}, {'@pid': '295/0307', 'text': 'Cenji Yu'}, {'@pid': '295/0039', 'text': 'Dong Joo Rhee'}, {'@pid': '294/9485', 'text': 'Carlos Sjogreen'}, {'@pid': '294/9332', 'text': 'Raymond P. Mumme'}, {'@pid': '173/4150', 'text': 'Callistus M. Nguyen'}, {'@pid': '294/9412', 'text': 'Tucker J. Netherton'}, {'@pid': '38/4194', 'text': 'Carlos E. C¨¢rdenas S.'}, {'@pid': '159/9542', 'text': 'Laurence E. Court'}]","['MICCAI2020', 'ABCs', 'Deeplearning', 'Segmentation']","Careful delineation of normal-tissue organs-at-risk is essential for brain tumor radiotherapy. However, this process is time-consuming and subject to variability. In this work, we propose a multi-modality framework that automatically segments eleven structures. Large structures used for defining the clinical target volume (CTV), such as the cerebellum, are directly segmented from T1-weighted and T2-weighted MR images. Smaller structures used in radiotherapy plan optimization are more difficult to segment, thus, a region of interest is first identified and cropped by a classification model, and then these structures are segmented from the new volume. This bi-directional framework allows for rapid model segmentation and good performance on a standardized challenge dataset when evaluated with volumetric and surface metrics.",2021/3/13,None,10.1007/978-3-030-71827-5_6
Spatial Component Analysis to Mitigate Multiple Testing in Voxel-Based Analysis.,"[{'@pid': '89/3649', 'text': 'Samuel Gerber'}, {'@pid': '88/3304', 'text': 'Marc Niethammer'}]",[],"Voxel-based analysis provides a simple, easy to interpret approach to discover regions correlated with a variable of interest such as for example a pathology indicator. Voxel-based analysis methods perform a statistical test at each voxel and are prone to false positives due to multiple testing, or when corrected for multiple testing may miss regions of interest. Component based approaches, such as principal or independent component analysis provide an approach to mitigate multiple testing, by testing for correlations to projections of the data to the components. We propose a spatially regularized component analysis approach to find components for image data sets that are spatially localized and smooth. We show that the proposed approach leads to components that are easier to interpret and can improve predictive performance when used with linear regression models. We develop an efficient optimization approach using the Grassmannian projection kernel and a randomized SVD. The proposed optimization is capable to deal with data sets too large to fit into memory. We demonstrate the approach with an application to study Alzheimer¡¯s disease using over 1200 images from the OASIS-3 data set.",2020/9/29,None,10.1007/978-3-030-59728-3_65
A New Metric for Characterizing Dynamic Redundancy of Dense Brain Chronnectome and Its Application to Early Detection of Alzheimer&apos;s Disease.,"[{'@pid': '130/9066', 'text': 'Maryam Ghanbari'}, {'@pid': '250/3657', 'text': 'Li-Ming Hsu'}, {'@pid': '23/759', 'text': 'Zhen Zhou'}, {'@pid': '275/7914', 'text': 'Amir Ghanbari'}, {'@pid': '261/2442', 'text': 'Zhanhao Mo'}, {'@pid': '93/5188', 'text': 'Pew-Thian Yap'}, {'@pid': '26/4189-2', 'text': 'Han Zhang 0002'}, {'@pid': '14/4383', 'text': 'Dinggang Shen'}]","['Graphtheory', 'Complexbrainnetworks', 'Diseasediagnosis']","Graph theory has been used extensively to investigate information exchange efficiency among brain regions represented as graph nodes. In this work, we propose a new metric to measure how the brain network is robust or resilient to any attack on its nodes and edges. The metric measures redundancy in the sense that it calculates the minimum number of independent, not necessarily shortest, paths between every pair of nodes. We adopt this metric for characterizing (i) the redundancy of time-varying brain networks, i.e., chronnectomes, computed along the progression of Alzheimer¡¯s disease (AD), including early mild cognitive impairment (EMCI), and (ii) changes in progressive MCI compared to stable MCI by calculating the probabilities of having at least 2 (or 3) independent paths between every pair of brain regions in a short period of time. Finally, we design a learning-based early AD detection framework, coined ¡°REdundancy Analysis of Dynamic functional connectivity for Disease Diagnosis (READ\(^3\))¡±, and show its superiority over other AD early detection methods. With the ability to measure dynamic resilience and robustness of brain networks, the metric is complementary to the commonly used ¡°cost-efficiency¡± in brain network analysis.",2020/9/29,None,10.1007/978-3-030-59728-3_1
Distractor-Aware Neuron Intrinsic Learning for Generic 2D Medical Image Classifications.,"[{'@pid': '191/6550', 'text': 'Lijun Gong'}, {'@pid': '86/7113-2', 'text': 'Kai Ma 0002'}, {'@pid': '44/6510', 'text': 'Yefeng Zheng'}]","['NeuronIntrinsicLearning', 'Distractor-awareness', 'MedicalImageClassification']","Medical image analysis benefits Computer Aided Diagnosis (CADx). A fundamental analyzing approach is the classification of medical images, which serves for skin lesion diagnosis, diabetic retinopathy grading, and cancer classification on histological images. When learning these discriminative classifiers, we observe that the convolutional neural networks (CNNs) are vulnerable to distractor interference. This is due to the similar sample appearances from different categories (i.e., small inter-class distance). Existing attempts select distractors from input images by empirically estimating their potential effects to the classifier. The essences of how these distractors affect CNN classification are not known. In this paper, we explore distractors from the CNN feature space via proposing a neuron intrinsic learning method. We formulate a novel distractor-aware loss that encourages large distance between the original image and its distractor in the feature space. The novel loss is combined with the original classification loss to update network parameters by back-propagation. Neuron intrinsic learning first explores distractors crucial to the deep classifier and then uses them to robustify CNN inherently. Extensive experiments on medical image benchmark datasets indicate that the proposed method performs favorably against the state-of-the-art approaches.",2020/9/29,None,10.1007/978-3-030-59713-9_57
Towards Robust Bone Age Assessment - Rethinking Label Noise and Ambiguity.,"[{'@pid': '39/5700-2', 'text': 'Ping Gong 0002'}, {'@pid': '257/3403', 'text': 'Zihao Yin'}, {'@pid': '71/3387-1', 'text': 'Yizhou Wang 0001'}, {'@pid': '90/6896', 'text': 'Yizhou Yu'}]","['Boneageassessment', 'Noisylabel', 'Graphconvolutionalnetwork']","The effects of label noise and ambiguity are widespread, especially for subjective tasks such as bone age assessment (BAA). However, most existing BAA algorithms ignore these issues. We propose a robust framework for BAA supporting Tanner &amp; Whitehouse 3 (TW3) method, which is clinically more objective and reproducible than Greulich &amp; Pyle (GP) method, but has received less attention from the research community. Since the publicly available RSNA BAA dataset was annotated using GP method, we contribute additional TW3 annotations. We formulate TW3 BAA as an ordinal regression problem, and address both label noise and ambiguity with a two stage deep learning framework. The first stage focuses on correcting erroneous labels with ambiguity tolerated, while the latter stage introduces a module called Residual Context Graph (RCG) to conquer label ambiguity. Inspired by the way human experts handle ambiguity, we combine fine-grained local features with a graph based context. Experiments show the proposed framework outperforms previously reported TW3-based BAA systems by large margins. TW3 annotations of bone maturity levels for a portion of the RSNA BAA dataset will be made publicly available.",2020/9/29,None,10.1007/978-3-030-59725-2_60
